Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
414,Text,1996-01-01,The Pageant of Summer,en,"Jefferies, Richard, 1848-1887",Nature study,QH,Browsing: Nature/Gardening/Animals; Browsing: Science - General
415,Text,1996-01-01,"The Bible in Spain
Or, the Journeys, Adventures, and Imprisonments of an Englishman, in an Attempt to Circulate the Scriptures in the Peninsula",en,"Borrow, George, 1803-1881","Spain -- Description and travel; Borrow, George, 1803-1881 -- Travel -- Spain; Spain -- History -- 19th century",DP; PR,Browsing: History - European; Browsing: History - General; Browsing: Travel & Geography
416,Text,1996-02-01,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life",en,"Anderson, Sherwood, 1876-1941",City and town life -- Fiction; Pastoral fiction; Ohio -- Social life and customs -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
417,Text,1996-02-01,"Dr. Martin Luther's Deutsche Geistliche Lieder
The Hymns of Martin Luther Set to Their Original Melodies, With an English Version",de; en,"Luther, Martin, 1483-1546; Allen, Nathan H. (Nathan Hale), 1848-1925 [Editor]; Bacon, Leonard Woolsey, 1830-1907 [Editor]","Hymns, German; Lutheran Church -- Hymns",BX,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
418,Text,1996-02-01,A Treatise on Good Works,en,"Luther, Martin, 1483-1546; Reu, Johann Michael, 1869-1943 [Translator]",Lutheran Church -- Doctrines; Good works (Theology),BR,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
419,Text,1996-02-01,The Magic of Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Islands -- Juvenile fiction; Friendship -- Juvenile fiction; Revenge -- Juvenile fiction; Birthdays -- Juvenile fiction; Rescues -- Juvenile fiction; Magic -- Juvenile fiction; Cats -- Juvenile fiction; Princesses -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Courage -- Juvenile fiction; Animals, Mythical -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Princess Ozma (Fictitious character) -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction",PZ,Children's Literature; Fantasy; Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
420,Text,1996-02-01,Dorothy and the Wizard in Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Friendship -- Juvenile fiction; Dragons -- Juvenile fiction; Cousins -- Juvenile fiction; Mountains -- Juvenile fiction; Magic -- Juvenile fiction; Cats -- Juvenile fiction; Ranches -- Juvenile fiction; Earthquakes -- Juvenile fiction; Kittens -- Juvenile fiction; Nephews -- Juvenile fiction; Trials -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction; Piglets -- Juvenile fiction",PZ,Children's Literature; Fantasy; Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
421,Text,2006-01-16,Kidnapped,en,"Stevenson, Robert Louis, 1850-1894",Historical fiction; Scotland -- History -- 18th century -- Fiction; Adventure and adventurers -- Fiction; Kidnapping -- Fiction,PR,Children's Literature; Adventure; Historical Fiction; Best Books Ever Listings; Movie Books; Browsing: Children & Young Adult Reading; Browsing: History - European; Browsing: Fiction
422,Text,1996-02-01,The Romany Rye,en,"Borrow, George, 1803-1881",England -- Fiction; Adventure stories; Romanies -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
423,Text,1996-02-01,Round the Red Lamp: Being Facts and Fancies of Medical Life,en,"Doyle, Arthur Conan, 1859-1930",Physicians -- Fiction; Medical fiction,PR,Browsing: Health & Medicine; Browsing: Literature; Browsing: Fiction
424,Text,1996-02-01,"General William Booth Enters into Heaven, and Other Poems",en,"Lindsay, Vachel, 1879-1931","Booth, William, 1829-1912; American poetry; Pastoral poetry; Didactic poetry; Fantasy poetry",PS,Browsing: Literature; Browsing: Poetry
425,Text,1996-02-01,Familiar Studies of Men and Books,en,"Stevenson, Robert Louis, 1850-1894","Literature -- History and criticism; Knox, John, approximately 1514-1572; Thoreau, Henry David, 1817-1862; Burns, Robert, 1759-1796; Whitman, Walt, 1819-1892; Hugo, Victor, 1802-1885; Villon, François, 1431-1463; Pepys, Samuel, 1633-1703; Yoshida, Shoin, 1830-1859",PN; PR,Browsing: History - General; Browsing: Literature
426,Text,1996-02-01,Tales and Fantasies,en,"Stevenson, Robert Louis, 1850-1894",Fiction,PR,Browsing: Literature; Browsing: Fiction
427,Text,1996-02-01,The Great War Syndicate,en,"Stockton, Frank R., 1834-1902",Science fiction,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy
428,Text,1996-02-01,Frivolous Cupid,en,"Hope, Anthony, 1863-1933","Man-woman relationships -- Fiction; Short stories, English",PR,Browsing: Literature; Browsing: Fiction
429,Text,1996-02-01,"The Magic Egg, and Other Stories",en,"Stockton, Frank R., 1834-1902",Short stories; United States -- Social life and customs -- 19th century -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
430,Text,2004-12-15,The Grain of Dust: A Novel,en,"Phillips, David Graham, 1867-1911; Wenzell, A. B. (Albert Beck), 1864-1917 [Illustrator]",Love stories; Man-woman relationships -- Fiction,PS,Browsing: Literature; Browsing: Fiction
431,Text,1996-02-01,The Fortune Hunter,en,"Phillips, David Graham, 1867-1911",Man-woman relationships -- Fiction; Mystery fiction,PS,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
432,Text,1996-02-01,The Ambassadors,en,"James, Henry, 1843-1916",Psychological fiction; Young men -- Fiction; Paris (France) -- Fiction; Man-woman relationships -- Fiction; Americans -- France -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
433,Text,1996-02-01,The Conflict,en,"Phillips, David Graham, 1867-1911",Political fiction; Man-woman relationships -- Fiction; Social classes -- United States -- Fiction; Women -- Social conditions -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Politics; Browsing: Fiction
434,Text,1996-02-01,The Circular Staircase,en,"Rinehart, Mary Roberts, 1876-1958",Country homes -- Fiction; Murder -- Investigation -- Fiction; Mystery fiction; Middle-aged women -- Fiction,PS,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
435,Text,1996-02-01,"Miracle Mongers and Their Methods
A Complete Exposé of the Modus Operandi of Fire Eaters, Heat Resisters, Poison Eaters, Venomous Reptile Defiers, Sword Swallowers, Human Ostriches, Strong Men, Etc.",en,"Houdini, Harry, 1874-1926",Magic tricks -- History; Magicians -- Biography,GV,Browsing: Biographies; Browsing: Culture/Civilization/Society
436,Text,1996-02-01,"The Master Key
An Electrical Fairy Tale Founded Upon the Mysteries of Electricity",en,"Baum, L. Frank (Lyman Frank), 1856-1919",Fantasy literature; Conduct of life -- Juvenile fiction; Adventure stories; Pirates -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Youth -- Conduct of life -- Juvenile fiction; Thieves -- Juvenile fiction; Parent and child -- Juvenile fiction; Electricity -- Juvenile fiction; War -- Juvenile fiction; Physical sciences -- Juvenile fiction,PZ,Children's Literature; Fantasy; Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
437,Text,1996-02-01,The Life of Lazarillo of Tormes: His Fortunes and Misfortunes as Told by Himself,en,"Anonymous; Luna, Juan de, 1585?- [Contributor]; Rudder, Robert S. [Translator]","Spain -- Social conditions -- 16th century -- Fiction; Picaresque literature, Spanish; Spanish fiction -- Translations into English",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
438,Text,1996-02-01,Underwoods,en,"Stevenson, Robert Louis, 1850-1894",Poetry,PR,Browsing: Literature; Browsing: Poetry
439,Text,1996-02-01,The Vital Message,en,"Doyle, Arthur Conan, 1859-1930",Spiritualism,BF,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
440,Text,1996-02-01,Just David,en,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",Orphans -- Juvenile fiction; Mountain life -- Juvenile fiction; Boys -- Juvenile fiction; United States -- Juvenile fiction; Violinists -- Juvenile fiction; Adoption -- Juvenile fiction; Identity (Philosophical concept) -- Juvenile fiction,PZ; PS,"Bestsellers, American, 1895-1923; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction"
441,Text,1996-02-01,"New Poems, and Variant Readings",en,"Stevenson, Robert Louis, 1850-1894; Osbourne, Lloyd, 1868-1947 [Author of introduction, etc.]",Love poetry; Didactic poetry,PR,Bibliomania; Browsing: Literature; Browsing: Poetry
442,Text,1996-02-01,Love Songs,en,"Teasdale, Sara, 1884-1933",American poetry; Lyric poetry,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
443,Text,1996-02-01,The Love Affairs of a Bibliomaniac,en,"Field, Eugene, 1850-1895",Book collecting,Z; PS,Bibliomania; Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature
444,Text,1996-02-01,"System of Economical Contradictions; Or, The Philosophy of Misery",en,"Proudhon, P.-J. (Pierre-Joseph), 1809-1865",Economics,HB,Anarchism; Browsing: Economics; Browsing: Politics; Browsing: Sociology
445,Text,1996-02-01,The crowd,en,"Le Bon, Gustave, 1841-1931",Crowds,HM,Browsing: Culture/Civilization/Society; Browsing: Sociology
446,Text,1996-02-01,A Book of Remarkable Criminals,en,"Irving, H. B. (Henry Brodribb), 1870-1919",Criminals -- Biography,HV,Crime Nonfiction; Browsing: Biographies; Browsing: Crime/Mystery; Browsing: Sociology
447,Text,1996-02-01,Maggie: A Girl of the Streets,en,"Crane, Stephen, 1871-1900",New York (N.Y.) -- Fiction; Psychological fiction; Poor families -- Fiction; Poor women -- Fiction; Prostitutes -- Fiction; Suicide victims -- Fiction; Slums -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Sociology; Browsing: Fiction
448,Text,1996-02-01,The Psychology of Revolution,en,"Le Bon, Gustave, 1841-1931","Revolutions; Social psychology; France -- History -- Revolution, 1789-1799 -- Causes",BF; DC,Psychology; Browsing: History - General; Browsing: Politics; Browsing: Psychiatry/Psychology
449,Text,1996-03-01,"Pathology of Lying, Accusation, and Swindling: A Study in Forensic Psychology",en,"Healy, William, 1869-1963; Healy, Mary Tenney",Criminal psychology; Swindlers and swindling,BF,Psychology; Browsing: Crime/Mystery; Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology
450,Text,1996-03-01,Susan Lenox: Her Fall and Rise,en,"Phillips, David Graham, 1867-1911",Prostitutes -- Fiction; Women -- United States -- Fiction; Actresses -- Fiction,PS,Banned Books from Anne Haight's list; Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: Fiction
451,Text,2006-01-09,The Shadow Line: A Confession,en,"Conrad, Joseph, 1857-1924",Sea stories; Ship captains -- Fiction,PR,Browsing: Literature; Browsing: Fiction
452,Text,1996-03-01,"Lavengro: The Scholar, the Gypsy, the Priest",en,"Borrow, George, 1803-1881; Birrell, Augustine, 1850-1933 [Commentator]; Sullivan, Edmund J. (Edmund Joseph), 1869-1933 [Illustrator]",England -- Fiction; Romanies -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
453,Text,1996-03-01,Emma McChesney and Co.,en,"Ferber, Edna, 1885-1968","Short stories; McChesney, Emma (Fictitious character) -- Fiction; Traveling sales personnel -- Fiction; Women sales personnel -- Fiction; Businesswomen -- Fiction",PS,Browsing: Biographies; Browsing: Business/Management; Browsing: Literature; Browsing: Fiction
454,Text,1996-03-01,The Breitmann Ballads,en,"Leland, Charles Godfrey, 1824-1903","Wit and humor; Humorous poetry, American; German Americans -- Poetry; Dialect literature, American",PS,Browsing: Humour; Browsing: Literature; Browsing: Poetry
455,Text,1996-03-01,The University of Hard Knocks,en,"Parlette, Ralph Albert, 1870-1930",Success; Conduct of life; Character,BJ,Browsing: How To...; Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology
456,Text,1996-03-01,"The Door in the Wall, and Other Stories",en,"Wells, H. G. (Herbert George), 1866-1946","Short stories; Science fiction, English; Fantasy fiction, English",PR,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
457,Text,1996-03-01,The Price She Paid,en,"Phillips, David Graham, 1867-1911",Domestic fiction; Man-woman relationships -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
458,Text,1996-03-01,Dreams and Dust,en,"Marquis, Don, 1878-1937",American poetry,PS,Browsing: Literature; Browsing: Poetry
459,Text,2006-03-15,The White People,en,"Burnett, Frances Hodgson, 1849-1924",Castles -- Fiction; Country life -- Fiction; Scotland -- Fiction; Ghost stories,PZ; PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
460,Text,1996-03-01,The Dawn of a To-morrow,en,"Burnett, Frances Hodgson, 1849-1924; Yohn, F. C. (Frederick Coffay), 1875-1933 [Illustrator]",England -- Fiction; Poor -- Fiction,PS,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
461,Text,1996-03-01,The Quest of the Golden Girl: A Romance,en,"Le Gallienne, Richard, 1866-1947",Love stories; Man-woman relationships -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
462,Text,2006-03-15,"The Errand Boy; Or, How Phil Brent Won Success",en,"Alger, Horatio, Jr., 1832-1899",Orphans -- Juvenile fiction; Conduct of life -- Juvenile fiction; Fathers and sons -- Juvenile fiction; Inheritance and succession -- Juvenile fiction; Youth -- Conduct of life -- Juvenile fiction; Diligence -- Juvenile fiction; Success -- Juvenile fiction; Self-reliance -- Juvenile fiction; Stepmothers -- Juvenile fiction; New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction; Street life -- Juvenile fiction; Impostors and imposture -- Juvenile fiction,PZ; PS,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Fiction
463,Text,1996-03-01,The Red Badge of Courage: An Episode of the American Civil War,en,"Crane, Stephen, 1871-1900","Historical fiction; War stories; United States -- History -- Civil War, 1861-1865 -- Fiction; Virginia -- History -- Civil War, 1861-1865 -- Fiction; Chancellorsville, Battle of, Chancellorsville, Va., 1863 -- Fiction",PS,"US Civil War; Historical Fiction; Bestsellers, American, 1895-1923; Browsing: History - American; Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction"
464,Text,1996-03-01,"In the South Seas
Being an Account of Experiences and Observations in the Marquesas, Paumotus and Gilbert Islands in the Course of Two Cruises on the Yacht ""Casco"" (1888) and the Schooner ""Equator"" (1889)",en,"Stevenson, Robert Louis, 1850-1894",Oceania -- Description and travel; Polynesia -- Description and travel,PR,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
465,Text,1996-03-01,The Mountains,en,"White, Stewart Edward, 1873-1946",California -- Description and travel; Outdoor life,PS,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
466,Text,1996-03-01,The Gaming Table: Its Votaries and Victims. Volume 1 (of 2),en,"Steinmetz, Andrew, 1816-1877",Gambling,GV; HV,Browsing: Culture/Civilization/Society; Browsing: Other
467,Text,1996-03-01,The Princess of Cleves,en,"La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne), 1634-1693",Historical fiction; Psychological fiction; Love stories; Married women -- Fiction; Nobility -- Fiction; France -- History -- 16th century -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
468,Text,1996-03-01,Manon Lescaut,en,"Prévost, abbé, 1697-1763","Adventure stories; Man-woman relationships -- Fiction; Lescaut, Manon, 1689-1721 -- Fiction",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
469,Text,2004-09-19,The Duchesse of Langeais,en,"Balzac, Honoré de, 1799-1850; Marriage, Ellen, 1865-1946 [Translator]",France -- Social life and customs -- 19th century -- Fiction; French fiction -- Translations into English,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
470,Text,1996-03-01,Heretics,en,"Chesterton, G. K. (Gilbert Keith), 1874-1936","Apologetics; Chesterton, G. K. (Gilbert Keith), 1874-1936",PR,Christianity; Browsing: Literature; Browsing: Religion/Spirituality/Paranormal
471,Text,2006-01-16,The Bride of Lammermoor,en,"Scott, Walter, 1771-1832",Historical fiction; Psychological fiction; Love stories; Scotland -- Fiction; Women murderers -- Fiction; Arranged marriage -- Fiction,PR,Opera; Historical Fiction; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
472,Text,1996-03-01,The House Behind the Cedars,en,"Chesnutt, Charles W. (Charles Waddell), 1858-1932",Didactic fiction; Psychological fiction; Domestic fiction; African Americans -- Fiction; Southern States -- Fiction; Passing (Identity) -- Fiction; African American women -- Fiction; Racism -- Fiction; Racially mixed people -- Fiction,PS,African American Writers; Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
473,Text,1996-03-01,Stories to Tell to Children,en,"Bryant, Sara Cone, 1873-1956",Storytelling; Children's stories,LB,Browsing: Children & Young Adult Reading; Browsing: Teaching & Education
474,Text,2005-02-18,"How to Tell Stories to Children, and Some Stories to Tell",en,"Bryant, Sara Cone, 1873-1956",Storytelling; Children's stories,LB,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Teaching & Education
475,Text,1996-03-01,"In Darkest England, and the Way Out",en,"Booth, William, 1829-1912",Unemployed -- Great Britain; Salvation Army; Poor -- Great Britain; Agricultural colonies,HV,Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Sociology
476,Text,1996-03-01,"James Nasmyth, Engineer: An Autobiography",en,"Nasmyth, James, 1808-1890; Smiles, Samuel, 1812-1904 [Editor]","Engineers -- Great Britain -- Biography; Nasmyth, James, 1808-1890",TJ,Browsing: Biographies; Browsing: Engineering & Construction
477,Text,1996-03-01,Criminal Sociology,en,"Ferri, Enrico, 1856-1929",Criminals; Crime; Criminal anthropology; Punishment,HV,Crime Nonfiction; Browsing: Crime/Mystery; Browsing: Sociology
478,Text,1996-03-01,The Cost,en,"Phillips, David Graham, 1867-1911",Domestic fiction; Man-woman relationships -- Fiction,PS,Browsing: Literature; Browsing: Fiction
479,Text,2006-01-16,Little Lord Fauntleroy,en,"Burnett, Frances Hodgson, 1849-1924",Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Family -- Juvenile fiction; England -- Juvenile fiction; Grandparent and child -- Juvenile fiction; Inheritance and succession -- Juvenile fiction; Grandfathers -- Juvenile fiction; Wealth -- Juvenile fiction; Altruism -- Juvenile fiction; Mother and child -- Juvenile fiction,PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
480,Text,1996-03-01,"""Undo"": A Novel",en,"Hutsko, Joe, 1963-",Didactic fiction; Computer industry -- California -- Santa Clara County -- Fiction,PS,Browsing: Computers & Technology; Browsing: Literature; Browsing: Fiction
481,Text,1996-04-01,In the Bishop's Carriage,en,"Michelson, Miriam, 1870-1942",Detective and mystery stories; Adventure stories; Crime -- Fiction; Theft -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction"
482,Text,1996-04-01,The Woodlanders,en,"Hardy, Thomas, 1840-1928",Psychological fiction; Love stories; Triangles (Interpersonal relations) -- Fiction; Pastoral fiction; Social classes -- Fiction; Forests and forestry -- Fiction; Arranged marriage -- Fiction; Dorset (England) -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
483,Text,1996-04-01,The Conquest of Canaan,en,"Tarkington, Booth, 1869-1946",City and town life -- Fiction; Indiana -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
484,Text,1996-04-01,"Poor and Proud; Or, The Fortunes of Katy Redburn: A Story for Young Folks",en,"Optic, Oliver, 1822-1897",Poor -- Juvenile fiction; Conduct of life -- Juvenile fiction,PZ,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Fiction
485,Text,1996-04-01,The Road to Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Voyages and travels -- Juvenile fiction; Uncles -- Juvenile fiction; Magic -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Farms -- Juvenile fiction; Good and evil -- Juvenile fiction; Animals, Mythical -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Princess Ozma (Fictitious character) -- Juvenile fiction",PZ,Children's Literature; Fantasy; Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
486,Text,1996-04-01,"Ozma of Oz
A Record of Her Adventures with Dorothy Gale of Kansas, the Yellow Hen, the Scarecrow, the Tin Woodman, Tiktok, the Cowardly Lion, and the Hungry Tiger; Besides Other Good People too Numerous to Mention Faithfully Recorded Herein",en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Vacations -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Uncles -- Juvenile fiction; Magic -- Juvenile fiction; Physicians -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Steamboats -- Juvenile fiction; Hens -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Princess Ozma (Fictitious character) -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Scarecrow (Fictitious character from Baum) -- Juvenile fiction; Tin Woodman (Fictitious character) -- Juvenile fiction",PZ,Children's Literature; Fantasy; Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
487,Text,1996-04-01,"Songs of Travel, and Other Verses",en,"Stevenson, Robert Louis, 1850-1894; Colvin, Sidney, 1845-1927 [Editor]",Poetry; Voyages and travels -- Poetry,PR,Browsing: Literature; Browsing: Poetry; Browsing: Travel & Geography
488,Text,1996-04-01,She Stands Accused,en,"MacClure, Victor, 1887-1963",Female offenders -- Biography; Criminals -- Biography,HV,Browsing: Biographies; Browsing: Law & Criminology; Browsing: Sociology
489,Text,1996-04-01,One Basket,en,"Ferber, Edna, 1885-1968",Short stories; United States -- Social life and customs -- 20th century -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
490,Text,1996-04-01,Life and Adventures of Calamity Jane,en,"Calamity Jane, 1856-1903","Calamity Jane, 1852-1903; Women -- West (U.S.) -- Biography; Cowgirls -- West (U.S.) -- Biography; Missouri -- History",F590.3,Browsing: Biographies; Browsing: History - American; Browsing: Travel & Geography
491,Text,1996-04-01,Rezanov,en,"Atherton, Gertrude Franklin Horn, 1857-1948","Rezanov, Nikolai Petrovich, 1764-1807 -- Fiction; California -- History -- Fiction",PS,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
